"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2018 in 1000 USD ","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H5","ISL"," Total","Iceland","NGA","Nigeria","Import",5,5.504,9.21,10.644,29.469,25.268,24.088
"H5","ISL"," Total","Iceland","NIC","Nicaragua","Export",6,821.238,82.086,192.989,,3.385,16.624
"H5","ISL"," Total","Iceland","NIC","Nicaragua","Import",5,579.48,564.438,530.014,1000.112,1184.825,1236.689
"H5","ISL"," Total","Iceland","NIU","Niue","Import",5,,,,23.277,1.417,
"H5","ISL"," Total","Iceland","NLD","Netherlands","Export",6,1680942.69,1373893.052,931225.889,1625412.312,2791174.016,2413190.127
"H5","ISL"," Total","Iceland","NLD","Netherlands","Import",5,487007.799,456038.353,441657.976,526287.893,689369.362,724815.334
"H5","ISL"," Total","Iceland","NOR","Norway","Export",6,302122.866,201970.832,191762.525,194021.832,393210.451,390379.208
"H5","ISL"," Total","Iceland","NOR","Norway","Import",5,878758.423,744766.034,500582.433,760939.377,1186568.249,1093126.093
"H5","ISL"," Total","Iceland","NPL","Nepal","Import",5,75.646,98.526,258.263,1166.954,143.673,192.943
"H5","ISL"," Total","Iceland","NRU","Nauru","Import",5,,,,0.736,,
"H5","ISL"," Total","Iceland","NZL","New Zealand","Export",6,1111.654,14004.692,2107.33,2534.802,737.97,948.472
"H5","ISL"," Total","Iceland","NZL","New Zealand","Import",5,4965.036,3997.379,3497.493,4076.843,4596.552,4820.431
"H5","ISL"," Total","Iceland","OAS","Other Asia, nes","Export",6,20579.608,9975.008,6704.943,28944.409,22460.868,25640.25
"H5","ISL"," Total","Iceland","OAS","Other Asia, nes","Import",5,28624.964,57436.235,24041.784,33196.592,34886.361,34097.267
"H5","ISL"," Total","Iceland","OMN","Oman","Export",6,0.098,79.426,342.599,444.611,140.272,3581.771
"H5","ISL"," Total","Iceland","OMN","Oman","Import",5,10.239,7.71,11.726,17.12,7.69,29.735
"H5","ISL"," Total","Iceland","PAK","Pakistan","Export",6,18.863,10.954,29.486,125.269,37.632,53.511
"H5","ISL"," Total","Iceland","PAK","Pakistan","Import",5,5155.404,4805.293,4913.468,7194.425,7417.364,7647.664
"H5","ISL"," Total","Iceland","PAN","Panama","Export",6,254.456,249.443,166.311,226.247,1049.099,2251.746
"H5","ISL"," Total","Iceland","PAN","Panama","Import",5,199.081,368.515,105.101,101.156,355.101,161.523
"H5","ISL"," Total","Iceland","PCN","Pitcairn","Import",5,,,,,,0.031
"H5","ISL"," Total","Iceland","PER","Peru","Export",6,196.061,154.462,22.537,215.325,127.831,14.282
"H5","ISL"," Total","Iceland","PER","Peru","Import",5,8059.936,17342.833,23494.817,29202.203,27294.391,16131.694
"H5","ISL"," Total","Iceland","PHL","Philippines","Export",6,1342.945,159.121,144.809,109.142,118.253,372.422
"H5","ISL"," Total","Iceland","PHL","Philippines","Import",5,4298.111,3088.312,3095.875,3531.191,5163.735,5153.097
"H5","ISL"," Total","Iceland","PLW","Palau","Import",5,,,,,,0.29
"H5","ISL"," Total","Iceland","PNG","Papua New Guinea","Export",6,28.222,,,0.111,0.285,0.099
"H5","ISL"," Total","Iceland","PNG","Papua New Guinea","Import",5,112.424,15.074,21.23,14.445,1.622,3.42
"H5","ISL"," Total","Iceland","POL","Poland","Export",6,65912.074,110433.658,116339.515,123127.783,140879.691,103614.999
"H5","ISL"," Total","Iceland","POL","Poland","Import",5,177545.935,196266.312,154625.255,186188.309,220965.012,212203.91
"H5","ISL"," Total","Iceland","PRT","Portugal","Export",6,89363.244,96555.629,102095.648,112141.407,112116.368,114568.692
"H5","ISL"," Total","Iceland","PRT","Portugal","Import",5,24865.795,17507.58,22771.134,25578.675,38342.857,35877.584
"H5","ISL"," Total","Iceland","PRY","Paraguay","Export",6,17.478,6.348,36.737,837.854,11.507,3.59
"H5","ISL"," Total","Iceland","PRY","Paraguay","Import",5,48.507,65.315,63.971,43.575,57.542,123.737
"H5","ISL"," Total","Iceland","PSE","Occ.Pal.Terr","Import",5,,,,,,0.372
"H5","ISL"," Total","Iceland","PYF","French Polynesia","Export",6,1.278,,,,0.066,
"H5","ISL"," Total","Iceland","PYF","French Polynesia","Import",5,64.964,,20.926,,120.807,316.104
"H5","ISL"," Total","Iceland","QAT","Qatar","Export",6,50.633,78.425,75.514,74.996,481.245,2076.898
"H5","ISL"," Total","Iceland","QAT","Qatar","Import",5,4.665,5.728,4.696,11.281,58.294,156.459
"H5","ISL"," Total","Iceland","ROM","Romania","Export",6,1989.9,2116.364,1711.016,1256.876,1436.122,867.374
"H5","ISL"," Total","Iceland","ROM","Romania","Import",5,20874.814,13444.332,10260.937,15737.946,26443.893,37867.562
"H5","ISL"," Total","Iceland","RUS","Russian Federation","Export",6,64281.417,79660.241,21055.459,36807.602,2197.376,47.404
"H5","ISL"," Total","Iceland","RUS","Russian Federation","Import",5,46689.465,53351.738,20199.026,50274.698,30168.46,4280.257
"H5","ISL"," Total","Iceland","RWA","Rwanda","Import",5,,,40.346,4.448,4.11,121.53
"H5","ISL"," Total","Iceland","SAU","Saudi Arabia","Export",6,422.935,265.819,300.682,631.486,198.309,459.092
"H5","ISL"," Total","Iceland","SAU","Saudi Arabia","Import",5,7455.841,210.397,210.008,129.121,56883.742,22465.756
"H5","ISL"," Total","Iceland","SEN","Senegal","Export",6,26.697,5.555,2.13,0.086,0.303,5.209
"H5","ISL"," Total","Iceland","SEN","Senegal","Import",5,102.881,102.312,47.014,64.862,84.37,139.251
"H5","ISL"," Total","Iceland","SER","Serbia, FR(Serbia/Montenegro)","Export",6,520.416,249.223,351.166,631.684,779.67,260.883
"H5","ISL"," Total","Iceland","SER","Serbia, FR(Serbia/Montenegro)","Import",5,2123.515,2737.259,4390.421,5561.652,7221.133,8016.459
"H5","ISL"," Total","Iceland","SGP","Singapore","Export",6,717.274,638.677,889.213,1166.195,730.147,852.857
"H5","ISL"," Total","Iceland","SGP","Singapore","Import",5,127992.041,62993.507,42605.041,36600.595,14227.829,29722.885
"H5","ISL"," Total","Iceland","SHN","Saint Helena","Import",5,,,,,,0.1
"H5","ISL"," Total","Iceland","SLB","Solomon Islands","Import",5,,,,5.839,,
"H5","ISL"," Total","Iceland","SLE","Sierra Leone","Export",6,25.082,,1.233,,,
"H5","ISL"," Total","Iceland","SLE","Sierra Leone","Import",5,,,2.554,6.656,8.762,28.065
"H5","ISL"," Total","Iceland","SLV","El Salvador","Export",6,,,,50.068,,
"H5","ISL"," Total","Iceland","SLV","El Salvador","Import",5,194.219,154.634,78.413,170.681,219.237,244.803
"H5","ISL"," Total","Iceland","SMR","San Marino","Export",6,151.504,,124.894,327.341,,
"H5","ISL"," Total","Iceland","SMR","San Marino","Import",5,11.134,11.848,18.989,50.839,434.615,336.793
"H5","ISL"," Total","Iceland","SOM","Somalia","Export",6,,,,0.044,,
"H5","ISL"," Total","Iceland","SOM","Somalia","Import",5,,,,,0.538,2.151
"H5","ISL"," Total","Iceland","STP","Sao Tome and Principe","Import",5,,6.759,,0.324,,41.214
"H5","ISL"," Total","Iceland","SUD","Sudan","Import",5,197.407,116.101,89.727,93.771,164.406,110.349
"H5","ISL"," Total","Iceland","SUR","Suriname","Export",6,,,,,,4.245
"H5","ISL"," Total","Iceland","SUR","Suriname","Import",5,,0.439,2.812,17.978,3.235,28.424
"H5","ISL"," Total","Iceland","SVK","Slovak Republic","Export",6,6544.177,6828.867,7464.754,10000.716,12729.95,10829.499
"H5","ISL"," Total","Iceland","SVK","Slovak Republic","Import",5,38759.091,24007.463,24299.528,43257.069,55007.368,45270.784
"H5","ISL"," Total","Iceland","SVN","Slovenia","Export",6,400.069,237.482,123.877,498.015,317.145,161.892
"H5","ISL"," Total","Iceland","SVN","Slovenia","Import",5,7783.672,8499.994,11858.011,12166.569,28431.765,25550.857
"H5","ISL"," Total","Iceland","SWE","Sweden","Export",6,27281.55,30730.756,31442.234,39278.353,51744.491,55252.187
"H5","ISL"," Total","Iceland","SWE","Sweden","Import",5,332562.693,281842.534,271180.842,338391.951,364417.555,408271.467
"H5","ISL"," Total","Iceland","SWZ","Eswatini","Export",6,0.503,,,,,
"H5","ISL"," Total","Iceland","SWZ","Eswatini","Import",5,,,,2.055,17.422,0.399
"H5","ISL"," Total","Iceland","SYC","Seychelles","Export",6,,2.96,,43.043,1.032,6.419
"H5","ISL"," Total","Iceland","SYC","Seychelles","Import",5,996.105,931.2,1069.519,264.951,690.625,469.344
"H5","ISL"," Total","Iceland","SYR","Syrian Arab Republic","Export",6,0.972,228.614,,,,22.597
"H5","ISL"," Total","Iceland","SYR","Syrian Arab Republic","Import",5,,1.606,3.266,23.669,37.877,54.798
"H5","ISL"," Total","Iceland","TCA","Turks and Caicos Isl.","Export",6,76.653,,,,,
"H5","ISL"," Total","Iceland","TCA","Turks and Caicos Isl.","Import",5,,,,0.259,,
"H5","ISL"," Total","Iceland","TGO","Togo","Export",6,30.969,,,,,
"H5","ISL"," Total","Iceland","TGO","Togo","Import",5,3.483,,2.469,2.396,3.948,5.89
"H5","ISL"," Total","Iceland","THA","Thailand","Export",6,6636.918,5528.338,2519.164,16993.134,15577.876,8383.415
"H5","ISL"," Total","Iceland","THA","Thailand","Import",5,25094.776,23617.261,21458.105,31831.643,32274.635,33410.145
"H5","ISL"," Total","Iceland","TJK","Tajikistan","Import",5,,,,,,21.62
"H5","ISL"," Total","Iceland","TKL","Tokelau","Export",6,,,,231.704,,
"H5","ISL"," Total","Iceland","TKL","Tokelau","Import",5,7.856,7.576,6.332,0.855,,
"H5","ISL"," Total","Iceland","TKM","Turkmenistan","Import",5,,,,,43.86,
"H5","ISL"," Total","Iceland","TMP","East Timor","Export",6,,,,0.992,,
"H5","ISL"," Total","Iceland","TMP","East Timor","Import",5,,278.629,,281.99,,
"H5","ISL"," Total","Iceland","TON","Tonga","Import",5,1.577,,,,,
"H5","ISL"," Total","Iceland","TTO","Trinidad and Tobago","Export",6,,,1.64,3.662,,
"H5","ISL"," Total","Iceland","TTO","Trinidad and Tobago","Import",5,13.439,13.587,9.741,14.199,21.468,25.624
"H5","ISL"," Total","Iceland","TUN","Tunisia","Export",6,68.628,19.563,12.866,14.261,15.741,19.853
"H5","ISL"," Total","Iceland","TUN","Tunisia","Import",5,8232.525,8430.096,8247.164,9405.923,12082.703,10462.127
"H5","ISL"," Total","Iceland","TUR","Turkey","Export",6,21352.802,20096.009,14241.403,14292.44,21844.763,19879.328
"H5","ISL"," Total","Iceland","TUR","Turkey","Import",5,57062.438,45621.632,48313.62,60106.851,90100.696,87346.726
"H5","ISL"," Total","Iceland","TZA","Tanzania","Export",6,,,,0.271,,0.016
"H5","ISL"," Total","Iceland","TZA","Tanzania","Import",5,11.443,51.601,50.127,35.378,104.314,372.638
"H5","ISL"," Total","Iceland","UGA","Uganda","Export",6,,2.314,0.017,14.177,,0.036
"H5","ISL"," Total","Iceland","UGA","Uganda","Import",5,18.245,22.498,167.717,107.224,179.459,175.482
"H5","ISL"," Total","Iceland","UKR","Ukraine","Export",6,23962.048,33850.474,32736.663,51717.017,16872.695,6482.232
"H5","ISL"," Total","Iceland","UKR","Ukraine","Import",5,2964.731,2652.139,2643.246,4342.012,6114.498,10917.443
"H5","ISL"," Total","Iceland","UMI","United States Minor Outlying I","Import",5,,,,1.881,,1.337
"H5","ISL"," Total","Iceland","UNS","Unspecified","Export",6,,73.525,,,,
"H5","ISL"," Total","Iceland","URY","Uruguay","Export",6,124.889,106.031,26.765,75.567,460.239,153.677
"H5","ISL"," Total","Iceland","URY","Uruguay","Import",5,52.652,20.511,120.572,102.194,188.954,1013.013
"H5","ISL"," Total","Iceland","USA","United States","Export",6,383862.977,380482.439,348135.065,463886.508,577188.889,660613.431
"H5","ISL"," Total","Iceland","USA","United States","Import",5,651553.011,561375.36,383020.261,645261.304,610652.71,716634.104
"H5","ISL"," Total","Iceland","UZB","Uzbekistan","Export",6,,,1.305,0.387,1.187,
"H5","ISL"," Total","Iceland","UZB","Uzbekistan","Import",5,53.314,21.382,28.016,85.972,22.262,64.017
"H5","ISL"," Total","Iceland","VCT","St. Vincent and the Grenadines","Export",6,147.824,334.722,10.369,,,805.144
"H5","ISL"," Total","Iceland","VCT","St. Vincent and the Grenadines","Import",5,,,,0.87,0.287,
"H5","ISL"," Total","Iceland","VEN","Venezuela","Export",6,14.527,18.331,498.305,579.574,84.598,15.26
"H5","ISL"," Total","Iceland","VEN","Venezuela","Import",5,38.7,21.086,8.854,16.161,21.396,38.199
"H5","ISL"," Total","Iceland","VGB","British Virgin Islands","Export",6,96.427,272.301,,415.262,,
"H5","ISL"," Total","Iceland","VGB","British Virgin Islands","Import",5,,0.328,0.294,29.72,4.502,4.174
"H5","ISL"," Total","Iceland","VNM","Vietnam","Export",6,7907.737,2180.214,1470.24,810.597,3644.369,2168.355
"H5","ISL"," Total","Iceland","VNM","Vietnam","Import",5,29627.532,45019.085,41648.878,59436.705,77610.302,58097.676
"H5","ISL"," Total","Iceland","VUT","Vanuatu","Export",6,,,1.12,,,
"H5","ISL"," Total","Iceland","WLF","Wallis and Futura Isl.","Export",6,702.077,825.697,234.981,410.827,3544.654,
"H5","ISL"," Total","Iceland","WSM","Samoa","Import",5,23.205,,20.401,,,103.327
"H5","ISL"," Total","Iceland","YEM","Yemen","Import",5,1.874,,,,0.261,6.575
"H5","ISL"," Total","Iceland","ZAF","South Africa","Export",6,5889.498,797.298,491.311,742.823,1586.869,832.533
"H5","ISL"," Total","Iceland","ZAF","South Africa","Import",5,11519.596,12422.891,8237.771,10215.693,12780.489,14653.878
"H5","ISL"," Total","Iceland","ZAR","Congo, Dem. Rep.","Export",6,18.858,,,,,
"H5","ISL"," Total","Iceland","ZMB","Zambia","Export",6,34.407,,,1.22,76.518,
"H5","ISL"," Total","Iceland","ZMB","Zambia","Import",5,2.025,1.58,2.897,38.892,10.455,6.339
"H5","ISL"," Total","Iceland","ZWE","Zimbabwe","Import",5,186.664,189.939,207.811,224.191,173.421,58.344
"H5","ISR"," Total","Israel","ABW","Aruba","Export",6,,,805,141,209,
"H5","ISR"," Total","Israel","AFG","Afghanistan","Export",6,,,161,262,,
"H5","ISR"," Total","Israel","AFG","Afghanistan","Import",5,70,260,64,,,117
"H5","ISR"," Total","Israel","AGO","Angola","Export",6,139,,5347,8936,12515,
"H5","ISR"," Total","Israel","AGO","Angola","Import",5,237686,516,6,60,56,10.008
"H5","ISR"," Total","Israel","AIA","Anguila","Export",6,,,20,201,24,
"H5","ISR"," Total","Israel","ALB","Albania","Export",6,16497,9,55176,55310,95759,31924.256
"H5","ISR"," Total","Israel","ALB","Albania","Import",5,2448,3634,1983,1853,2206,3117.12
"H5","ISR"," Total","Israel","AND","Andorra","Export",6,,,8,44,94,
"H5","ISR"," Total","Israel","AND","Andorra","Import",5,297,1232,1243,2343,390,776.014
"H5","ISR"," Total","Israel","ARE","United Arab Emirates","Export",6,64,228,73910,384506,637347,600071.129
"H5","ISR"," Total","Israel","ARE","United Arab Emirates","Import",5,,,115035,836904,1890962,665682.123
"H5","ISR"," Total","Israel","ARG","Argentina","Export",6,156002,137604,122482,137069,179800,150085.527
"H5","ISR"," Total","Israel","ARG","Argentina","Import",5,327569,272777,204234,188952,256839,412381.475
"H5","ISR"," Total","Israel","ARM","Armenia","Export",6,8352,7489,4459,9671,13930,9371.868
"H5","ISR"," Total","Israel","ARM","Armenia","Import",5,5727,5844,4748,9998,12849,7416.117
"H5","ISR"," Total","Israel","ASM","American Samoa","Import",5,10,1,8,,10,103.001
"H5","ISR"," Total","Israel","ATG","Antigua and Barbuda","Export",6,,,235,69,43,
"H5","ISR"," Total","Israel","ATG","Antigua and Barbuda","Import",5,2,2,,1,,15
"H5","ISR"," Total","Israel","AUS","Australia","Export",6,528413,503372,479378,555592,586686,446023.603
"H5","ISR"," Total","Israel","AUS","Australia","Import",5,183053,212940,165716,212830,239130,219747.035
"H5","ISR"," Total","Israel","AUT","Austria","Export",6,78864,73280,76225,107779,114579,98437.847
"H5","ISR"," Total","Israel","AUT","Austria","Import",5,411605,368374,609255,664670,726641,474829.481
"H5","ISR"," Total","Israel","AZE","Azerbaijan","Export",6,185022,115642,199371,119711,159046,171013.731
"H5","ISR"," Total","Israel","AZE","Azerbaijan","Import",5,3290,6444,13790,1741,3197,9460.595
"H5","ISR"," Total","Israel","BDI","Burundi","Export",6,,,18,13,12,
"H5","ISR"," Total","Israel","BDI","Burundi","Import",5,168,278,,21,,2
"H5","ISR"," Total","Israel","BEL","Belgium","Export",6,2176979,1636870,1458314,1974818,1996939,1516553.882
"H5","ISR"," Total","Israel","BEL","Belgium","Import",5,3109412,2169772,3066066,4621217,4543108,1768343.704
"H5","ISR"," Total","Israel","BEN","Benin","Export",6,,,1509,1446,2501,
"H5","ISR"," Total","Israel","BEN","Benin","Import",5,331,14,,94,29,20
"H5","ISR"," Total","Israel","BFA","Burkina Faso","Export",6,,,2526,1125,619,
"H5","ISR"," Total","Israel","BFA","Burkina Faso","Import",5,134,2099,1,27,94,2354
"H5","ISR"," Total","Israel","BGD","Bangladesh","Export",6,,,61,100,149,
"H5","ISR"," Total","Israel","BGD","Bangladesh","Import",5,134317,146424,37086,61382,66023,206076.297
"H5","ISR"," Total","Israel","BGR","Bulgaria","Export",6,40919,39823,47436,51154,64487,76393.813
"H5","ISR"," Total","Israel","BGR","Bulgaria","Import",5,110623,127708,111357,143157,165802,155707.59
"H5","ISR"," Total","Israel","BHR","Bahrain","Export",6,,,72,3814,2159,2313.228
"H5","ISR"," Total","Israel","BHR","Bahrain","Import",5,,,87,2803,10584,15911.494
"H5","ISR"," Total","Israel","BHS","Bahamas, The","Export",6,120,667,104,191,133,119.18
"H5","ISR"," Total","Israel","BHS","Bahamas, The","Import",5,2,20,1450,2195,3671,1
"H5","ISR"," Total","Israel","BIH","Bosnia and Herzegovina","Export",6,1749,2055,2082,2295,1296,1663.17
"H5","ISR"," Total","Israel","BIH","Bosnia and Herzegovina","Import",5,5228,5538,9341,18349,9711,19297.494
"H5","ISR"," Total","Israel","BLM","Saint Barthélemy","Export",6,,,,17,12,
"H5","ISR"," Total","Israel","BLR","Belarus","Export",6,24842,28612,28190,24774,19183,10572.709
"H5","ISR"," Total","Israel","BLR","Belarus","Import",5,107421,97400,13844,20134,26568,33082.199
"H5","ISR"," Total","Israel","BLZ","Belize","Export",6,,,231,271,340,
"H5","ISR"," Total","Israel","BLZ","Belize","Import",5,906,224,1108,575,83,120.003
"H5","ISR"," Total","Israel","BMU","Bermuda","Export",6,,,139,169,401,
"H5","ISR"," Total","Israel","BMU","Bermuda","Import",5,318,131,230,241,390,57
"H5","ISR"," Total","Israel","BOL","Bolivia","Export",6,3091,3903,3683,3035,3373,2074.362
"H5","ISR"," Total","Israel","BOL","Bolivia","Import",5,4973,3366,2208,1981,2565,4195.162
"H5","ISR"," Total","Israel","BRA","Brazil","Export",6,1155203,1180075,1006724,1259795,1942192,1277984.954
"H5","ISR"," Total","Israel","BRA","Brazil","Import",5,380733,394017,219652,297336,397458,554245.781
"H5","ISR"," Total","Israel","BRB","Barbados","Export",6,480,640,450,1161,630,1278.014
"H5","ISR"," Total","Israel","BRB","Barbados","Import",5,725,73,39,85,37,171.02
"H5","ISR"," Total","Israel","BRN","Brunei","Export",6,,,29,17,63,
"H5","ISR"," Total","Israel","BRN","Brunei","Import",5,39,1,14,65,43,823.049
"H5","ISR"," Total","Israel","BTN","Bhutan","Export",6,,,11,31,151,
"H5","ISR"," Total","Israel","BTN","Bhutan","Import",5,,1,,,,1
"H5","ISR"," Total","Israel","BUN","Bunkers","Export",6,3465757,4022557,,,,
"H5","ISR"," Total","Israel","BUN","Bunkers","Import",5,2838034,7783201,,,,
"H5","ISR"," Total","Israel","BWA","Botswana","Export",6,4952,14750,1659,2035,5569,1881.138
"H5","ISR"," Total","Israel","BWA","Botswana","Import",5,13,67,1,189,147,63
"H5","ISR"," Total","Israel","CAF","Central African Republic","Export",6,1,,717,563,942,
"H5","ISR"," Total","Israel","CAF","Central African Republic","Import",5,76,22,76,1,1,3.002
"H5","ISR"," Total","Israel","CAN","Canada","Export",6,777557,625107,566971,612055,1042315,663285.769
"H5","ISR"," Total","Israel","CAN","Canada","Import",5,341832,347746,276072,334467,471692,410717.674
"H5","ISR"," Total","Israel","CCK","Cocos (Keeling) Islands","Export",6,,,2,,,
"H5","ISR"," Total","Israel","CHE","Switzerland","Export",6,1358256,1073201,445130,742764,1530322,637675.629
"H5","ISR"," Total","Israel","CHE","Switzerland","Import",5,1825205,1528318,5226698,6618128,6089417,1300663.795
"H5","ISR"," Total","Israel","CHL","Chile","Export",6,108166,132091,152378,118002,117542,92290.828
"H5","ISR"," Total","Israel","CHL","Chile","Import",5,168985,152235,110502,95982,131239,138791.615
"H5","ISR"," Total","Israel","CHN","China","Export",6,4794376,4421873,4240429,4398394,4631325,3285583.359
"H5","ISR"," Total","Israel","CHN","China","Import",5,10465960,10234885,7669910,10728046,13150818,14774645.788
"H5","ISR"," Total","Israel","CIV","Cote d'Ivoire","Export",6,8332,6754,7771,10403,32320,31489.929
"H5","ISR"," Total","Israel","CIV","Cote d'Ivoire","Import",5,15779,14915,314,361,361,16914.141
"H5","ISR"," Total","Israel","CMR","Cameroon","Export",6,7727,5120,7379,6707,2813,4899.494
"H5","ISR"," Total","Israel","CMR","Cameroon","Import",5,268,92,54,19,59,352.014
"H5","ISR"," Total","Israel","COG","Congo, Rep.","Export",6,1922,4224,777,1769,7441,6593.405
"H5","ISR"," Total","Israel","COG","Congo, Rep.","Import",5,301,99,4,7,69,727.006
"H5","ISR"," Total","Israel","COK","Cook Islands","Export",6,,,,9838,28,
"H5","ISR"," Total","Israel","COK","Cook Islands","Import",5,83,47,,,1,2
"H5","ISR"," Total","Israel","COL","Colombia","Export",6,80771,86549,71974,92425,138802,103145.942
"H5","ISR"," Total","Israel","COL","Colombia","Import",5,32768,20737,19258,18381,15808,27697.652
"H5","ISR"," Total","Israel","COM","Comoros","Export",6,,,,8,,
"H5","ISR"," Total","Israel","COM","Comoros","Import",5,,,,,,142
"H5","ISR"," Total","Israel","CPV","Cape Verde","Export",6,,,4,11,5,
"H5","ISR"," Total","Israel","CPV","Cape Verde","Import",5,2,1,,,,1.001
"H5","ISR"," Total","Israel","CRI","Costa Rica","Export",6,40182,32336,29393,44433,29122,29889.906
"H5","ISR"," Total","Israel","CRI","Costa Rica","Import",5,10453,14115,5166,6059,7174,33084.471
"H5","ISR"," Total","Israel","CUB","Cuba","Export",6,153,6,5416,7163,7866,7434.6
"H5","ISR"," Total","Israel","CUB","Cuba","Import",5,2408,2918,393,1537,67,132.002
"H5","ISR"," Total","Israel","CUW","Curaçao","Export",6,124,32,584,433,335,
"H5","ISR"," Total","Israel","CUW","Curaçao","Import",5,,2,,,,
"H5","ISR"," Total","Israel","CXR","Christmas Island","Export",6,,,61,,,
"H5","ISR"," Total","Israel","CYM","Cayman Islands","Export",6,,,342,56,158,
"H5","ISR"," Total","Israel","CYM","Cayman Islands","Import",5,112,277,1427,598,2038,18
"H5","ISR"," Total","Israel","CYP","Cyprus","Export",6,762171,647650,316627,574938,1054073,723365.837
"H5","ISR"," Total","Israel","CYP","Cyprus","Import",5,137289,158577,223995,269977,298744,131297.722
"H5","ISR"," Total","Israel","CZE","Czech Republic","Export",6,184187,135211,123636,154781,175799,221824.259
"H5","ISR"," Total","Israel","CZE","Czech Republic","Import",5,950454,919937,670235,826227,856970,1071479.971
"H5","ISR"," Total","Israel","DEU","Germany","Export",6,1786021,1671156,1680936,1792353,1880346,2026121.676
"H5","ISR"," Total","Israel","DEU","Germany","Import",5,4668080,4832667,5229868,6560507,7075418,5223747.136
"H5","ISR"," Total","Israel","DJI","Djibouti","Export",6,194,,7266,6895,7232,
"H5","ISR"," Total","Israel","DJI","Djibouti","Import",5,239,182,259,1169,1702,88
"H5","ISR"," Total","Israel","DMA","Dominica","Export",6,,,867,92,460,
"H5","ISR"," Total","Israel","DMA","Dominica","Import",5,1220,2191,96,708,658,657.073
"H5","ISR"," Total","Israel","DNK","Denmark","Export",6,96337,94084,98530,101125,92317,91749.656
"H5","ISR"," Total","Israel","DNK","Denmark","Import",5,224119,246958,323196,413033,507356,415554.825
"H5","ISR"," Total","Israel","DOM","Dominican Republic","Export",6,26509,26065,28837,29252,32785,28010.095
"H5","ISR"," Total","Israel","DOM","Dominican Republic","Import",5,11859,13791,5162,5061,5749,11900.039
"H5","ISR"," Total","Israel","DZA","Algeria","Import",5,2567,4412,,,,30528.998
"H5","ISR"," Total","Israel","ECU","Ecuador","Export",6,27696,24498,22079,35765,39553,29184.452
"H5","ISR"," Total","Israel","ECU","Ecuador","Import",5,9303,8322,6564,6025,7556,10730.76
"H5","ISR"," Total","Israel","EGY","Egypt, Arab Rep.","Export",6,112184,110362,91462,121298,126801,254940.133
"H5","ISR"," Total","Israel","EGY","Egypt, Arab Rep.","Import",5,553937,95366,80576,126770,179307,335542.909
"H5","ISR"," Total","Israel","ERI","Eritrea","Export",6,,,,1,47,
"H5","ISR"," Total","Israel","ERI","Eritrea","Import",5,38,39,5,6,6,39.007
"H5","ISR"," Total","Israel","ESP","Spain","Export",6,877360,987876,874748,1120790,1198169,948482.887
"H5","ISR"," Total","Israel","ESP","Spain","Import",5,1567781,1454841,1526439,2032666,2110406,1751702.928
"H5","ISR"," Total","Israel","EST","Estonia","Export",6,21622,9826,8689,17364,12531,13195.951
"H5","ISR"," Total","Israel","EST","Estonia","Import",5,19100,33942,39040,61189,70628,78607.897
"H5","ISR"," Total","Israel","ETH","Ethiopia(excludes Eritrea)","Export",6,14641,20676,17104,22304,30727,31762.676
"H5","ISR"," Total","Israel","ETH","Ethiopia(excludes Eritrea)","Import",5,82973,99992,72370,64297,69311,87802.328
"H5","ISR"," Total","Israel","FIN","Finland","Export",6,57105,50416,47841,55909,79824,66472.581
"H5","ISR"," Total","Israel","FIN","Finland","Import",5,275108,263160,356565,424257,350627,262120.873
"H5","ISR"," Total","Israel","FJI","Fiji","Export",6,2562,1777,368,529,881,361.115
"H5","ISR"," Total","Israel","FJI","Fiji","Import",5,30,17,1,1,7,3
"H5","ISR"," Total","Israel","FLK","Falkland Island","Export",6,,1,35,49,23,
"H5","ISR"," Total","Israel","FRA","France","Export",6,1581798,1545605,1158666,1416864,2082992,1361600.003
"H5","ISR"," Total","Israel","FRA","France","Import",5,1671832,1744543,2136759,2369959,3552886,1931331.871
"H5","ISR"," Total","Israel","FRO","Faeroe Islands","Export",6,,,,2,9,
"H5","ISR"," Total","Israel","FRO","Faeroe Islands","Import",5,,,,,1,
"H5","ISR"," Total","Israel","FSM","Micronesia, Fed. Sts.","Export",6,,,,,1,
"H5","ISR"," Total","Israel","GAB","Gabon","Export",6,571,265,1201,3331,1845,2529.143
"H5","ISR"," Total","Israel","GAB","Gabon","Import",5,306,305,347,532,3400,514.05
"H5","ISR"," Total","Israel","GBR","United Kingdom","Export",6,4409682,4992268,3712658,2057546,3121130,1936942.77
"H5","ISR"," Total","Israel","GBR","United Kingdom","Import",5,2136327,1994718,2969035,2990230,3187008,1872882.729
"H5","ISR"," Total","Israel","GEO","Georgia","Export",6,19068,27535,23302,17695,32238,31812.443
"H5","ISR"," Total","Israel","GEO","Georgia","Import",5,10025,14021,20039,24678,27656,27454.928
"H5","ISR"," Total","Israel","GHA","Ghana","Export",6,33545,23563,33224,25104,21583,13681.638
"H5","ISR"," Total","Israel","GHA","Ghana","Import",5,4556,5188,2715,1431,1465,4170.395
"H5","ISR"," Total","Israel","GIB","Gibraltar","Export",6,22553,12862,15733,240,52733,346.084
